species,decimalLatitude,decimalLongitude,eventDate,day,month,year
Lamproderma ovoideum,42.63,0.96,1996-06-05T00:00:00,5,6,1996
Lamproderma ovoideum,42.62,0.92,1994-06-29T00:00:00,29,6,1994
Lamproderma ovoideum,42.63,0.92,1994-06-29T00:00:00,29,6,1994
Lamproderma ovoideum,42.68,1.3,1996-06-04T00:00:00,4,6,1996
Lamproderma pseudomaculatum,42.66,0.7,1994-06-03T00:00:00,3,6,1994
Lamproderma ovoideum,42.55,1.42,1996-06-04T00:00:00,4,6,1996
Lamproderma ovoideum,42.56,0.43,1996-06-06T00:00:00,6,6,1996
Lamproderma ovoideum,42.66,0.9,1996-06-05T00:00:00,5,6,1996
Lamproderma ovoideum,42.56,0.39,1996-06-06T00:00:00,6,6,1996
Lamproderma ovoideum,42.56,0.43,1996-06-06T00:00:00,6,6,1996
Lamproderma aeneum,42.69,0.95,1996-06-05T00:00:00,5,6,1996
Lamproderma ovoideum,42.56,0.43,1996-06-06T00:00:00,6,6,1996
Lamproderma ovoideum,42.62,0.92,1994-06-29T00:00:00,29,6,1994
Lamproderma ovoideum,42.55,1.42,1996-06-04T00:00:00,4,6,1996
Lamproderma ovoideum,42.76,-0.45,1997-03-28T00:00:00,28,3,1997
Lamproderma ovoideum,42.56,0.39,1996-06-06T00:00:00,6,6,1996
Lamproderma ovoideum,42.55,1.42,1996-06-04T00:00:00,4,6,1996
Lamproderma ovoideum,42.56,0.39,1996-06-06T00:00:00,6,6,1996
Lamproderma ovoideum,42.68,1.3,1996-06-04T00:00:00,4,6,1996
Lamproderma ovoideum,40.38,-0.62,2006-04-12T00:00:00,12,4,2006
Lamproderma arcyrioides,59.564994,15.781271,2012-10-18T00:00:00,18,10,2012
Lamproderma sauteri,62.7207,28.99402,2008-04-18T00:00:00,18,4,2008
Lamproderma arcyrioides,63.583333,176.75,1984-07-28T00:00:00,28,7,1984
Lamproderma arcyrioides,55.380001,11.56,1995-12-15T00:00:00,15,12,1995
Lamproderma arcyrioides,55.380001,11.56,1995-12-15T00:00:00,15,12,1995
Lamproderma splendens,45.64,6.48,2006-06-19T00:00:00,19,6,2006
Lamproderma splendens,45.62,6.4,2006-05-12T00:00:00,12,5,2006
Lamproderma splendens,45.62,6.39,2006-05-24T00:00:00,24,5,2006
Lamproderma splendens,45.62,6.4,2006-05-02T00:00:00,2,5,2006
Lamproderma splendens,45.62,6.39,2006-05-24T00:00:00,24,5,2006
Lamproderma splendens,45.57,6.42,2005-05-01T00:00:00,1,5,2005
Lamproderma splendens,45.57,6.42,2005-05-01T00:00:00,1,5,2005
Lamproderma splendens,47.87,7.99,2006-05-24T00:00:00,24,5,2006
Lamproderma splendens,47.87,7.99,2006-05-24T00:00:00,24,5,2006
Lamproderma splendens,47.71,13.62,1996-04-23T00:00:00,23,4,1996
Lamproderma splendens,45.57,6.42,2006-04-20T00:00:00,20,4,2006
Lamproderma splendens,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma splendens,45.57,6.43,2006-04-20T00:00:00,20,4,2006
Lamproderma splendens,45.54,6.49,2006-04-13T00:00:00,13,4,2006
Lamproderma splendens,45.54,6.49,2006-04-13T00:00:00,13,4,2006
Lamproderma splendens,45.54,6.49,2006-04-13T00:00:00,13,4,2006
Lamproderma splendens,45.61,6.41,2006-04-17T00:00:00,17,4,2006
Lamproderma splendens,45.62,6.47,2005-04-01T00:00:00,1,4,2005
Lamproderma splendens,45.46,6.5,2005-04-27T00:00:00,27,4,2005
Lamproderma splendens,47.88,6.85,1976-04-11T00:00:00,11,4,1976
Lamproderma splendens,48.24,24.24,2005-05-16T00:00:00,16,5,2005
Lamproderma splendens,45.63,6.48,1990-05-13T00:00:00,13,5,1990
Lamproderma splendens,45.63,6.48,1989-05-19T00:00:00,19,5,1989
Lamproderma splendens,45.52,6.51,1999-03-18T00:00:00,18,3,1999
Lamproderma splendens,45.5,6.45,1988-04-04T00:00:00,4,4,1988
Lamproderma splendens,45.53,6.48,2005-03-23T00:00:00,23,3,2005
Lamproderma splendens,45.47,6.45,2005-04-02T00:00:00,2,4,2005
Lamproderma splendens,45.62,6.4,2005-04-04T00:00:00,4,4,2005
Lamproderma splendens,45.47,6.45,2005-04-02T00:00:00,2,4,2005
Lamproderma splendens,45.47,6.45,2005-04-02T00:00:00,2,4,2005
Lamproderma splendens,45.53,6.48,2005-03-20T00:00:00,20,3,2005
Lamproderma splendens,47.71,13.48,2004-05-12T00:00:00,12,5,2004
Lamproderma splendens,42.13,9.14,2003-04-01T00:00:00,1,4,2003
Lamproderma splendens,48,7.07,2004-06-06T00:00:00,6,6,2004
Lamproderma splendens,46.81,6.3,2004-04-30T00:00:00,30,4,2004
Lamproderma splendens,45.9,5.74,2002-04-05T00:00:00,5,4,2002
Lamproderma splendens,45.61,6.2,2000-06-21T00:00:00,21,6,2000
Lamproderma splendens,45.61,6.2,2000-06-21T00:00:00,21,6,2000
Lamproderma splendens,45.88,5.76,2000-04-24T00:00:00,24,4,2000
Lamproderma splendens,45.53,6.45,2000-03-21T00:00:00,21,3,2000
Lamproderma splendens,45.58,6.83,1999-05-27T00:00:00,27,5,1999
Lamproderma splendens,45.53,6.45,1999-05-10T00:00:00,10,5,1999
Lamproderma splendens,46.3,5.99,1999-05-31T00:00:00,31,5,1999
Lamproderma splendens,45.1,5.84,1999-05-02T00:00:00,2,5,1999
Lamproderma splendens,45.53,6.45,1999-04-26T00:00:00,26,4,1999
Lamproderma splendens,45.63,6.01,1999-04-02T00:00:00,2,4,1999
Lamproderma splendens,45.55,6.45,1999-03-24T00:00:00,24,3,1999
Lamproderma splendens,45.58,6.43,1999-03-11T00:00:00,11,3,1999
Lamproderma splendens,45.62,6.47,1999-03-31T00:00:00,31,3,1999
Lamproderma splendens,45.91,6.47,1997-04-20T00:00:00,20,4,1997
Lamproderma splendens,45.54,6.45,1999-03-12T00:00:00,12,3,1999
Lamproderma splendens,46.71,6.19,1998-05-10T00:00:00,10,5,1998
Lamproderma splendens,45.46,6.5,2005-04-05T00:00:00,5,4,2005
Lamproderma splendens,45.63,6.48,2004-05-16T00:00:00,16,5,2004
Lamproderma splendens,45.53,6.48,2005-03-23T00:00:00,23,3,2005
Lamproderma splendens,45.62,6.41,2005-03-29T00:00:00,29,3,2005
Lamproderma splendens,45.53,6.48,2005-03-23T00:00:00,23,3,2005
Lamproderma splendens,45.53,6.45,2005-03-25T00:00:00,25,3,2005
Lamproderma splendens,45.46,6.5,2005-04-05T00:00:00,5,4,2005
Lamproderma splendens,45.62,6.4,2004-04-27T00:00:00,27,4,2004
Lamproderma splendens,45.62,6.4,2004-04-27T00:00:00,27,4,2004
Lamproderma splendens,45.62,6.4,2004-05-03T00:00:00,3,5,2004
Lamproderma splendens,45.63,6.47,2004-05-16T00:00:00,16,5,2004
Lamproderma splendens,45.61,6.39,2004-05-19T00:00:00,19,5,2004
Lamproderma splendens,45.53,6.45,2004-04-08T00:00:00,8,4,2004
Lamproderma splendens,45.53,6.45,2004-04-22T00:00:00,22,4,2004
Lamproderma splendens,45.63,6.48,2004-04-18T00:00:00,18,4,2004
Lamproderma splendens,45.53,6.45,2003-04-18T00:00:00,18,4,2003
Lamproderma splendens,45.62,6.4,2003-04-18T00:00:00,18,4,2003
Lamproderma splendens,45.67,6.45,2003-04-23T00:00:00,23,4,2003
Lamproderma splendens,45.64,6.49,2003-04-21T00:00:00,21,4,2003
Lamproderma splendens,45.67,6.45,2003-04-23T00:00:00,23,4,2003
Lamproderma splendens,45.45,8.85,2003-04-24T00:00:00,24,4,2003
Lamproderma splendens,45.62,6.4,2003-04-18T00:00:00,18,4,2003
Lamproderma splendens,45.57,6.82,2003-05-05T00:00:00,5,5,2003
Lamproderma splendens,45.63,6.48,2003-05-01T00:00:00,1,5,2003
Lamproderma splendens,45.67,6.45,2003-04-23T00:00:00,23,4,2003
Lamproderma splendens,45.67,6.45,2003-04-23T00:00:00,23,4,2003
Lamproderma splendens,45.53,6.45,2003-04-08T00:00:00,8,4,2003
Lamproderma splendens,45.53,6.45,2003-04-08T00:00:00,8,4,2003
Lamproderma splendens,45.54,6.48,2003-04-01T00:00:00,1,4,2003
Lamproderma splendens,45.62,6.41,2002-03-31T00:00:00,31,3,2002
Lamproderma splendens,45.53,6.45,2003-03-27T00:00:00,27,3,2003
Lamproderma splendens,45.53,6.48,2003-03-26T00:00:00,26,3,2003
Lamproderma splendens,45.51,6.52,2003-03-19T00:00:00,19,3,2003
Lamproderma splendens,45.53,6.48,2003-03-18T00:00:00,18,3,2003
Lamproderma splendens,45.57,6.42,2003-04-29T00:00:00,29,4,2003
Lamproderma splendens,45.55,6.49,2003-03-13T00:00:00,13,3,2003
Lamproderma splendens,45.53,6.45,2003-03-27T00:00:00,27,3,2003
Lamproderma splendens,45.53,6.45,2003-03-27T00:00:00,27,3,2003
Lamproderma splendens,45.62,6.47,2003-03-21T00:00:00,21,3,2003
Lamproderma splendens,45.56,6.4,2003-04-22T00:00:00,22,4,2003
Lamproderma splendens,45.62,6.4,2002-04-21T00:00:00,21,4,2002
Lamproderma splendens,45.63,6.48,2002-04-05T00:00:00,5,4,2002
Lamproderma splendens,45.43,6.55,2000-03-22T00:00:00,22,3,2000
Lamproderma splendens,45.62,6.4,2000-05-07T00:00:00,7,5,2000
Lamproderma splendens,45.62,6.4,2001-05-02T00:00:00,2,5,2001
Lamproderma splendens,45.57,6.43,2000-04-20T00:00:00,20,4,2000
Lamproderma splendens,45.62,6.4,2000-05-07T00:00:00,7,5,2000
Lamproderma splendens,45.46,5.86,2000-04-22T00:00:00,22,4,2000
Lamproderma splendens,45.88,5.76,1998-05-08T00:00:00,8,5,1998
Lamproderma splendens,45.62,6.4,2001-04-04T00:00:00,4,4,2001
Lamproderma splendens,45.6,6.41,2000-05-15T00:00:00,15,5,2000
Lamproderma splendens,45.52,6.54,2000-05-02T00:00:00,2,5,2000
Lamproderma splendens,45.47,5.87,2000-04-23T00:00:00,23,4,2000
Lamproderma splendens,46.08,5.7,2000-03-25T00:00:00,25,3,2000
Lamproderma splendens,45.62,6.4,2001-04-04T00:00:00,4,4,2001
Lamproderma splendens,45.64,6.48,1999-05-16T00:00:00,16,5,1999
Lamproderma splendens,45.47,5.87,2000-04-23T00:00:00,23,4,2000
Lamproderma splendens,45.43,6.56,1999-04-05T00:00:00,5,4,1999
Lamproderma splendens,45.09,5.87,1999-05-02T00:00:00,2,5,1999
Lamproderma splendens,45.09,5.87,1999-05-02T00:00:00,2,5,1999
Lamproderma splendens,45.65,6.7,1999-03-17T00:00:00,17,3,1999
Lamproderma splendens,45.58,6.44,1999-03-15T00:00:00,15,3,1999
Lamproderma splendens,45.58,6.44,1999-03-15T00:00:00,15,3,1999
Lamproderma splendens,45.1,5.84,1999-05-02T00:00:00,2,5,1999
Lamproderma splendens,45.53,6.45,1998-05-11T00:00:00,11,5,1998
Lamproderma splendens,45.68,6.88,1998-06-23T00:00:00,23,6,1998
Lamproderma splendens,45.62,6.4,1998-04-26T00:00:00,26,4,1998
Lamproderma splendens,45.69,6.63,1998-05-05T00:00:00,5,5,1998
Lamproderma splendens,45.68,6.88,1998-06-02T00:00:00,2,6,1998
Lamproderma splendens,44.9,4.15,1998-05-17T00:00:00,17,5,1998
Lamproderma splendens,45.58,6.43,1999-04-01T00:00:00,1,4,1999
Lamproderma splendens,45.58,6.43,1999-04-01T00:00:00,1,4,1999
Lamproderma splendens,45.62,6.4,1998-04-26T00:00:00,26,4,1998
Lamproderma splendens,45.4,6.66,1998-05-19T00:00:00,19,5,1998
Lamproderma splendens,45.61,6.4,1998-05-12T00:00:00,12,5,1998
Lamproderma splendens,45.4,6.57,1998-05-10T00:00:00,10,5,1998
Lamproderma splendens,45.4,6.57,1998-05-10T00:00:00,10,5,1998
Lamproderma splendens,45.53,6.45,1998-04-03T00:00:00,3,4,1998
Lamproderma splendens,45.51,6.52,1998-04-02T00:00:00,2,4,1998
Lamproderma splendens,45.51,6.52,1998-04-02T00:00:00,2,4,1998
Lamproderma splendens,45.5,6.42,1997-05-02T00:00:00,2,5,1997
Lamproderma splendens,45.63,6.48,1998-05-16T00:00:00,16,5,1998
Lamproderma splendens,45.4,6.57,1997-05-14T00:00:00,14,5,1997
Lamproderma splendens,45.53,6.45,1997-05-02T00:00:00,2,5,1997
Lamproderma splendens,45.52,6.45,1998-04-01T00:00:00,1,4,1998
Lamproderma splendens,45.61,6.41,1997-03-18T00:00:00,18,3,1997
Lamproderma splendens,45.53,6.45,1997-03-26T00:00:00,26,3,1997
Lamproderma splendens,45.62,6.39,1997-05-16T00:00:00,16,5,1997
Lamproderma splendens,45.62,6.4,1997-04-24T00:00:00,24,4,1997
Lamproderma splendens,45.58,6.4,1997-05-03T00:00:00,3,5,1997
Lamproderma splendens,45.41,6.58,1997-06-04T00:00:00,4,6,1997
Lamproderma splendens,45.53,6.45,1997-05-22T00:00:00,22,5,1997
Lamproderma splendens,45.53,6.45,1997-05-22T00:00:00,22,5,1997
Lamproderma splendens,45.63,6.48,1997-05-17T00:00:00,17,5,1997
Lamproderma splendens,45.53,6.45,1997-04-23T00:00:00,23,4,1997
Lamproderma splendens,45.53,6.69,1996-05-08T00:00:00,8,5,1996
Lamproderma splendens,45.77,6.54,1996-05-07T00:00:00,7,5,1996
Lamproderma splendens,45.58,6.91,1996-05-07T00:00:00,7,5,1996
Lamproderma splendens,45.61,6.4,1996-05-26T00:00:00,26,5,1996
Lamproderma splendens,42.4,2.47,1996-04-12T00:00:00,12,4,1996
Lamproderma splendens,45.62,6.47,1995-05-01T00:00:00,1,5,1995
Lamproderma splendens,45.53,6.45,1996-05-05T00:00:00,5,5,1996
Lamproderma splendens,45.63,6.48,1995-06-17T00:00:00,17,6,1995
Lamproderma splendens,45.4,6.57,1995-06-07T00:00:00,7,6,1995
Lamproderma splendens,45.74,6.53,1995-06-26T00:00:00,26,6,1995
Lamproderma splendens,45.69,6.63,1995-06-15T00:00:00,15,6,1995
Lamproderma splendens,45.46,6.5,1995-04-28T00:00:00,28,4,1995
Lamproderma splendens,45.46,6.5,1995-04-28T00:00:00,28,4,1995
Lamproderma splendens,45.69,6.63,1995-06-15T00:00:00,15,6,1995
Lamproderma splendens,45.6,6.8,1995-06-11T00:00:00,11,6,1995
Lamproderma splendens,45.6,6.8,1995-06-11T00:00:00,11,6,1995
Lamproderma splendens,45.6,6.8,1995-06-11T00:00:00,11,6,1995
Lamproderma splendens,45.53,6.45,1995-05-11T00:00:00,11,5,1995
Lamproderma splendens,45.62,6.47,1995-05-01T00:00:00,1,5,1995
Lamproderma splendens,45.87,5.77,1995-04-17T00:00:00,17,4,1995
Lamproderma splendens,45.57,6.43,1995-04-16T00:00:00,16,4,1995
Lamproderma splendens,45.62,6.47,1995-04-04T00:00:00,4,4,1995
Lamproderma splendens,45.62,6.47,1995-04-04T00:00:00,4,4,1995
Lamproderma splendens,45.57,6.43,1995-04-23T00:00:00,23,4,1995
Lamproderma splendens,45.62,6.47,1994-05-01T00:00:00,1,5,1994
Lamproderma splendens,45.6,6.4,1994-05-06T00:00:00,6,5,1994
Lamproderma splendens,45.62,6.4,1994-05-06T00:00:00,6,5,1994
Lamproderma splendens,45.62,6.47,1994-03-21T00:00:00,21,3,1994
Lamproderma splendens,45.49,6.43,1994-03-17T00:00:00,17,3,1994
Lamproderma splendens,45.61,6.4,1993-04-24T00:00:00,24,4,1993
Lamproderma splendens,45.61,6.4,1993-04-28T00:00:00,28,4,1993
Lamproderma splendens,45.61,6.41,1994-03-09T00:00:00,9,3,1994
Lamproderma splendens,45.4,6.66,1993-05-11T00:00:00,11,5,1993
Lamproderma splendens,45.69,6.67,1993-05-21T00:00:00,21,5,1993
Lamproderma splendens,45.61,6.4,1993-04-24T00:00:00,24,4,1993
Lamproderma splendens,45.61,6.4,1993-04-24T00:00:00,24,4,1993
Lamproderma splendens,45.47,6.57,1992-05-15T00:00:00,15,5,1992
Lamproderma splendens,45.47,6.57,1992-05-15T00:00:00,15,5,1992
Lamproderma splendens,45.63,6.47,1992-05-12T00:00:00,12,5,1992
Lamproderma splendens,45.62,6.47,1992-04-12T00:00:00,12,4,1992
Lamproderma splendens,45.61,6.79,1992-04-13T00:00:00,13,4,1992
Lamproderma splendens,45.61,6.79,1992-04-13T00:00:00,13,4,1992
Lamproderma splendens,45.56,6.51,1992-04-20T00:00:00,20,4,1992
Lamproderma splendens,45.56,6.51,1992-04-20T00:00:00,20,4,1992
Lamproderma splendens,45.62,6.4,1992-05-05T00:00:00,5,5,1992
Lamproderma splendens,45.62,6.47,1992-04-27T00:00:00,27,4,1992
Lamproderma splendens,45.61,6.4,1992-05-14T00:00:00,14,5,1992
Lamproderma splendens,45.63,6.47,1991-04-30T00:00:00,30,4,1991
Lamproderma splendens,45.61,6.4,1991-05-20T00:00:00,20,5,1991
Lamproderma splendens,45.48,6.41,1988-05-01T00:00:00,1,5,1988
Lamproderma splendens,45.98,6.34,1991-06-25T00:00:00,25,6,1991
Lamproderma splendens,45.63,6.48,1991-05-26T00:00:00,26,5,1991
Lamproderma splendens,45.63,6.48,1991-05-26T00:00:00,26,5,1991
Lamproderma splendens,45.63,6.48,1991-05-26T00:00:00,26,5,1991
Lamproderma splendens,45.63,6.48,1992-03-18T00:00:00,18,3,1992
Lamproderma splendens,45.59,6.41,1991-05-19T00:00:00,19,5,1991
Lamproderma splendens,45.61,6.4,1991-05-15T00:00:00,15,5,1991
Lamproderma splendens,45.63,6.48,1991-05-14T00:00:00,14,5,1991
Lamproderma splendens,45.63,6.48,1991-04-12T00:00:00,12,4,1991
Lamproderma splendens,45.63,6.48,1991-04-12T00:00:00,12,4,1991
Lamproderma splendens,45.63,6.48,1991-04-12T00:00:00,12,4,1991
Lamproderma splendens,45.62,6.47,1991-04-11T00:00:00,11,4,1991
Lamproderma splendens,45.61,6.4,1991-05-20T00:00:00,20,5,1991
Lamproderma splendens,45.61,6.41,1991-03-30T00:00:00,30,3,1991
Lamproderma splendens,45.62,6.4,1991-05-10T00:00:00,10,5,1991
Lamproderma splendens,46.13,6.55,1995-05-08T00:00:00,8,5,1995
Lamproderma splendens,48.56,8.8,1994-06-10T00:00:00,10,6,1994
Lamproderma splendens,45.87,5.77,1994-03-15T00:00:00,15,3,1994
Lamproderma splendens,45.56,6.51,1994-03-22T00:00:00,22,3,1994
Lamproderma splendens,45.62,6.49,1994-05-03T00:00:00,3,5,1994
Lamproderma splendens,46.26,5.95,1991-05-26T00:00:00,26,5,1991
Lamproderma splendens,45.48,6.41,1988-05-01T00:00:00,1,5,1988
Lamproderma splendens,45.97,5.59,1991-04-07T00:00:00,7,4,1991
Lamproderma splendens,45.97,5.59,1991-04-07T00:00:00,7,4,1991
Lamproderma splendens,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma splendens,47.83,13.95,1990-05-24T00:00:00,24,5,1990
Lamproderma splendens,47.83,13.95,1988-06-18T00:00:00,18,6,1988
Lamproderma splendens,47.83,13.95,1988-06-04T00:00:00,4,6,1988
Lamproderma splendens,45.69,6.63,1988-05-26T00:00:00,26,5,1988
Lamproderma splendens,45.69,6.63,1988-05-26T00:00:00,26,5,1988
Lamproderma splendens,45.61,6.4,1988-05-22T00:00:00,22,5,1988
Lamproderma splendens,45.94,6.32,1988-05-03T00:00:00,3,5,1988
Lamproderma splendens,45.48,6.41,1988-05-01T00:00:00,1,5,1988
Lamproderma splendens,45.62,6.4,1989-05-14T00:00:00,14,5,1989
Lamproderma splendens,47.83,13.95,1988-06-18T00:00:00,18,6,1988
Lamproderma splendens,45.63,6.48,1989-05-26T00:00:00,26,5,1989
Lamproderma splendens,45.63,6.48,1989-05-15T00:00:00,15,5,1989
Lamproderma splendens,45.59,6.41,1989-05-20T00:00:00,20,5,1989
Lamproderma splendens,45.63,6.48,1989-05-15T00:00:00,15,5,1989
Lamproderma splendens,45.62,6.4,1989-05-06T00:00:00,6,5,1989
Lamproderma splendens,45.62,6.4,1989-05-06T00:00:00,6,5,1989
Lamproderma splendens,45.62,6.4,1989-05-09T00:00:00,9,5,1989
Lamproderma splendens,45.62,6.47,1989-03-27T00:00:00,27,3,1989
Lamproderma splendens,45.62,6.42,1988-04-03T00:00:00,3,4,1988
Lamproderma splendens,45.62,6.4,1988-05-14T00:00:00,14,5,1988
Lamproderma splendens,45.61,6.4,1988-05-22T00:00:00,22,5,1988
Lamproderma splendens,45.62,6.47,1988-04-18T00:00:00,18,4,1988
Lamproderma splendens,45.6,6.41,1988-05-08T00:00:00,8,5,1988
Lamproderma splendens,45.62,6.4,1988-04-15T00:00:00,15,4,1988
Lamproderma splendens,45.62,6.4,1988-04-28T00:00:00,28,4,1988
Lamproderma splendens,45.62,6.4,1988-04-28T00:00:00,28,4,1988
Lamproderma splendens,45.62,6.39,1988-05-23T00:00:00,23,5,1988
Lamproderma splendens,45.63,6.48,1988-06-01T00:00:00,1,6,1988
Lamproderma splendens,45.61,6.4,1988-05-01T00:00:00,,5,1988
Lamproderma splendens,45.62,6.42,1988-04-06T00:00:00,6,4,1988
Lamproderma splendens,45.58,6.43,1988-04-02T00:00:00,2,4,1988
Lamproderma splendens,45.62,6.42,1988-03-24T00:00:00,24,3,1988
Lamproderma splendens,45.59,6.42,1988-03-22T00:00:00,22,3,1988
Lamproderma splendens,45.61,6.41,1988-04-16T00:00:00,16,4,1988
Lamproderma splendens,45.62,6.4,1988-04-22T00:00:00,22,4,1988
Lamproderma splendens,45.6,6.46,1987-03-12T00:00:00,12,3,1987
Lamproderma splendens,45.61,6.39,1987-06-03T00:00:00,3,6,1987
Lamproderma splendens,45.62,6.47,1986-04-06T00:00:00,6,4,1986
Lamproderma splendens,45.62,6.49,1986-04-08T00:00:00,8,4,1986
Lamproderma splendens,45.62,6.47,1986-04-06T00:00:00,6,4,1986
Lamproderma splendens,45.58,6.43,1986-03-28T00:00:00,28,3,1986
Lamproderma splendens,45.62,6.4,1985-05-23T00:00:00,23,5,1985
Lamproderma splendens,45.6,6.41,1986-05-15T00:00:00,15,5,1986
Lamproderma splendens,45.6,6.41,1985-05-26T00:00:00,26,5,1985
Lamproderma splendens,45.57,6.43,1987-04-15T00:00:00,15,4,1987
Lamproderma splendens,45.63,6.46,1987-03-10T00:00:00,10,3,1987
Lamproderma splendens,45.63,6.46,1987-03-10T00:00:00,10,3,1987
Lamproderma splendens,45.58,6.43,1987-03-11T00:00:00,11,3,1987
Lamproderma splendens,45.62,6.47,1986-04-25T00:00:00,25,4,1986
Lamproderma splendens,45.62,6.4,1986-05-20T00:00:00,20,5,1986
Lamproderma splendens,45.62,6.41,1986-05-06T00:00:00,6,5,1986
Lamproderma splendens,45.6,6.42,1986-04-29T00:00:00,29,4,1986
Lamproderma splendens,45.56,6.49,1986-05-01T00:00:00,1,5,1986
Lamproderma splendens,45.56,6.44,1986-04-22T00:00:00,22,4,1986
Lamproderma splendens,45.56,6.44,1986-04-22T00:00:00,22,4,1986
Lamproderma splendens,45.56,6.44,1986-04-22T00:00:00,22,4,1986
Lamproderma splendens,45.62,6.4,1985-05-23T00:00:00,23,5,1985
Lamproderma splendens,45.6,6.42,1982-04-14T00:00:00,14,4,1982
Lamproderma splendens,45.61,6.4,1980-06-06T00:00:00,6,6,1980
Lamproderma splendens,45.59,6.41,1985-05-26T00:00:00,26,5,1985
Lamproderma splendens,45.6,6.41,1985-05-07T00:00:00,7,5,1985
Lamproderma splendens,45.59,6.41,1985-05-20T00:00:00,20,5,1985
Lamproderma splendens,45.6,6.41,1983-04-20T00:00:00,20,4,1983
Lamproderma splendens,45.58,6.41,1984-05-19T00:00:00,19,5,1984
Lamproderma splendens,45.6,6.42,1983-03-23T00:00:00,23,3,1983
Lamproderma splendens,48.64,23.28,2005-05-14T00:00:00,14,5,2005
Lamproderma splendens,46.3,5.99,1999-05-31T00:00:00,31,5,1999
Lamproderma splendens,45.78,5.57,1995-04-05T00:00:00,5,4,1995
Lamproderma splendens,45.97,5.59,1995-04-08T00:00:00,8,4,1995
Lamproderma arcyrioides,54.28,-3.01,,,,
Lamproderma arcyrioides,54.28,-3.01,,,,
Lamproderma splendens,45.6,6.433,1986-05-15T00:00:00,15,5,1986
Lamproderma splendens,47.1667,7,,,,
Lamproderma sauteri,45.57,6.42,2005-05-01T00:00:00,1,5,2005
Lamproderma sauteri,45.57,6.42,2005-05-01T00:00:00,1,5,2005
Lamproderma sauteri,45.45,5.85,2006-04-23T00:00:00,23,4,2006
Lamproderma sauteri,45.47,6.5,2006-04-30T00:00:00,30,4,2006
Lamproderma sauteri,45.88,5.77,2006-04-22T00:00:00,22,4,2006
Lamproderma sauteri,45.48,6.41,1988-05-12T00:00:00,12,5,1988
Lamproderma sauteri,45.63,6.48,2004-04-18T00:00:00,18,4,2004
Lamproderma sauteri,45.4,6.57,2000-04-21T00:00:00,21,4,2000
Lamproderma sauteri,45.61,6.2,2000-06-21T00:00:00,21,6,2000
Lamproderma sauteri,45.91,6.47,1996-04-20T00:00:00,20,4,1996
Lamproderma sauteri,45.51,6.52,1999-04-06T00:00:00,6,4,1999
Lamproderma sauteri,45.62,6.4,2004-05-03T00:00:00,3,5,2004
Lamproderma sauteri,45.64,6.49,2003-05-01T00:00:00,1,5,2003
Lamproderma sauteri,45.94,6.32,2002-04-28T00:00:00,28,4,2002
Lamproderma sauteri,45.94,6.32,2002-04-28T00:00:00,28,4,2002
Lamproderma sauteri,45.94,6.32,2002-04-28T00:00:00,28,4,2002
